"Sex","Age","Ethnicity","Rate"
"F",10,"BLA",5.01e-05
"F",11,"BLA",6.61e-05
"F",12,"BLA",6.31e-05
"F",13,"BLA",6.2e-05
"F",14,"BLA",9.97e-05
"F",15,"BLA",0.000179183
"F",16,"BLA",0.000226344
"F",17,"BLA",0.000210747
"F",18,"BLA",0.000178033
"F",19,"BLA",0.00013318
"F",20,"BLA",0.000110809
"F",21,"BLA",0.000114294
"F",22,"BLA",0.000108111
"F",23,"BLA",9.69e-05
"F",24,"BLA",0.000121846
"F",25,"BLA",0.000178251
"F",26,"BLA",0.000211734
"F",27,"BLA",0.000212719
"F",28,"BLA",0.000222024
"F",29,"BLA",0.000254822
"F",30,"BLA",0.000327493
"F",31,"BLA",0.00042973
"F",32,"BLA",0.000457013
"F",33,"BLA",0.000491115
"F",34,"BLA",0.000477099
"F",35,"BLA",0.000408149
"F",36,"BLA",0.000377453
"F",37,"BLA",0.000379074
"F",38,"BLA",0.000393959
"F",39,"BLA",0.000531596
"F",40,"BLA",0.000686604
"F",41,"BLA",0.000721933
"F",42,"BLA",0.000857204
"F",43,"BLA",0.000902859
"F",44,"BLA",0.001212415
"F",45,"BLA",0.001651067
"F",46,"BLA",0.001732343
"F",47,"BLA",0.001868967
"F",48,"BLA",0.002178566
"F",49,"BLA",0.002159937
"F",50,"BLA",0.002001787
"F",51,"BLA",0.002154462
"F",52,"BLA",0.002529765
"F",53,"BLA",0.003179148
"F",54,"BLA",0.003858868
"F",55,"BLA",0.004544762
"F",56,"BLA",0.005012707
"F",57,"BLA",0.005220111
"F",58,"BLA",0.005351909
"F",59,"BLA",0.006095645
"F",60,"BLA",0.007327213
"F",61,"BLA",0.007824889
"F",62,"BLA",0.007991142
"F",63,"BLA",0.009510306
"F",64,"BLA",0.010653856
"F",65,"BLA",0.010722275
"F",66,"BLA",0.011780838
"F",67,"BLA",0.014073001
"F",68,"BLA",0.017298816
"F",69,"BLA",0.018106142
"F",70,"BLA",0.01791588
"F",71,"BLA",0.019549457
"F",72,"BLA",0.021933353
"F",73,"BLA",0.024814755
"F",74,"BLA",0.025754722
"F",75,"BLA",0.027155713
"F",76,"BLA",0.030641081
"F",77,"BLA",0.033668931
"F",78,"BLA",0.037836612
"F",79,"BLA",0.044967795
"F",80,"BLA",0.050274875
"F",81,"BLA",0.056208296
"F",82,"BLA",0.062841976
"F",83,"BLA",0.07025856
"F",84,"BLA",0.078550446
"F",85,"BLA",0.168371076
"F",0,"BLC",0.003280881
"F",1,"BLC",0.000165221
"F",2,"BLC",0.00012318
"F",3,"BLC",9.72e-05
"F",4,"BLC",5.77e-05
"F",5,"BLC",4.46e-05
"F",6,"BLC",4.35e-05
"F",7,"BLC",4.82e-05
"F",8,"BLC",5e-05
"F",9,"BLC",4.04e-05
"F",10,"BLC",4.98e-05
"F",11,"BLC",6.36e-05
"F",12,"BLC",6.16e-05
"F",13,"BLC",5.93e-05
"F",14,"BLC",9.7e-05
"F",15,"BLC",0.000176379
"F",16,"BLC",0.00021215
"F",17,"BLC",0.000202237
"F",18,"BLC",0.000179706
"F",19,"BLC",0.000133171
"F",20,"BLC",0.000113911
"F",21,"BLC",0.000119593
"F",22,"BLC",0.000113749
"F",23,"BLC",9.7e-05
"F",24,"BLC",0.000113613
"F",25,"BLC",0.000164535
"F",26,"BLC",0.000196526
"F",27,"BLC",0.000206766
"F",28,"BLC",0.000214127
"F",29,"BLC",0.000231201
"F",30,"BLC",0.000285392
"F",31,"BLC",0.000391777
"F",32,"BLC",0.000429119
"F",33,"BLC",0.00046666
"F",34,"BLC",0.000461634
"F",35,"BLC",0.000373972
"F",36,"BLC",0.000341058
"F",37,"BLC",0.000369554
"F",38,"BLC",0.000387417
"F",39,"BLC",0.000509625
"F",40,"BLC",0.000654565
"F",41,"BLC",0.000701887
"F",42,"BLC",0.000851029
"F",43,"BLC",0.000887917
"F",44,"BLC",0.001223395
"F",45,"BLC",0.001712242
"F",46,"BLC",0.00181242
"F",47,"BLC",0.001910662
"F",48,"BLC",0.002169824
"F",49,"BLC",0.002134877
"F",50,"BLC",0.001980415
"F",51,"BLC",0.002156694
"F",52,"BLC",0.00252033
"F",53,"BLC",0.003151455
"F",54,"BLC",0.00383863
"F",55,"BLC",0.004500148
"F",56,"BLC",0.004934884
"F",57,"BLC",0.00519189
"F",58,"BLC",0.005403687
"F",59,"BLC",0.006123049
"F",60,"BLC",0.007378016
"F",61,"BLC",0.007877577
"F",62,"BLC",0.007972806
"F",63,"BLC",0.009457793
"F",64,"BLC",0.010600597
"F",65,"BLC",0.010713695
"F",66,"BLC",0.011827479
"F",67,"BLC",0.014206587
"F",68,"BLC",0.017462173
"F",69,"BLC",0.018308543
"F",70,"BLC",0.018177869
"F",71,"BLC",0.01994106
"F",72,"BLC",0.022416714
"F",73,"BLC",0.025233815
"F",74,"BLC",0.026180608
"F",75,"BLC",0.027567543
"F",76,"BLC",0.031225607
"F",77,"BLC",0.034408369
"F",78,"BLC",0.038610284
"F",79,"BLC",0.045207871
"F",80,"BLC",0.050570987
"F",81,"BLC",0.056570343
"F",82,"BLC",0.063281416
"F",83,"BLC",0.07078864
"F",84,"BLC",0.079186463
"F",85,"BLC",0.128026221
"F",0,"OBL",0.003083844
"F",1,"OBL",0.000158803
"F",2,"OBL",0.000124318
"F",3,"OBL",0.000100692
"F",4,"OBL",6.16e-05
"F",5,"OBL",4.77e-05
"F",6,"OBL",4.5e-05
"F",7,"OBL",4.78e-05
"F",8,"OBL",5.08e-05
"F",9,"OBL",4.08e-05
"F",10,"OBL",4.88e-05
"F",11,"OBL",6.53e-05
"F",12,"OBL",6.28e-05
"F",13,"OBL",5.83e-05
"F",14,"OBL",9.71e-05
"F",15,"OBL",0.000172472
"F",16,"OBL",0.000209996
"F",17,"OBL",0.000202619
"F",18,"OBL",0.000177546
"F",19,"OBL",0.000130034
"F",20,"OBL",0.000109561
"F",21,"OBL",0.00011469
"F",22,"OBL",0.000107319
"F",23,"OBL",9.59e-05
"F",24,"OBL",0.000114581
"F",25,"OBL",0.000162998
"F",26,"OBL",0.00020032
"F",27,"OBL",0.00020686
"F",28,"OBL",0.000203817
"F",29,"OBL",0.000230255
"F",30,"OBL",0.000297232
"F",31,"OBL",0.00039578
"F",32,"OBL",0.000429415
"F",33,"OBL",0.000467382
"F",34,"OBL",0.000454303
"F",35,"OBL",0.00036853
"F",36,"OBL",0.000339457
"F",37,"OBL",0.000362778
"F",38,"OBL",0.000381521
"F",39,"OBL",0.000503955
"F",40,"OBL",0.000652522
"F",41,"OBL",0.000701322
"F",42,"OBL",0.000861933
"F",43,"OBL",0.000908702
"F",44,"OBL",0.001236792
"F",45,"OBL",0.001712561
"F",46,"OBL",0.001800263
"F",47,"OBL",0.001909005
"F",48,"OBL",0.002198236
"F",49,"OBL",0.002177526
"F",50,"OBL",0.002004031
"F",51,"OBL",0.002154731
"F",52,"OBL",0.002513467
"F",53,"OBL",0.003141359
"F",54,"OBL",0.003815783
"F",55,"OBL",0.004450218
"F",56,"OBL",0.004873496
"F",57,"OBL",0.005288197
"F",58,"OBL",0.005514185
"F",59,"OBL",0.006090845
"F",60,"OBL",0.007343868
"F",61,"OBL",0.007875703
"F",62,"OBL",0.007950369
"F",63,"OBL",0.009397375
"F",64,"OBL",0.010459932
"F",65,"OBL",0.010616701
"F",66,"OBL",0.011808583
"F",67,"OBL",0.014136275
"F",68,"OBL",0.017395861
"F",69,"OBL",0.018351503
"F",70,"OBL",0.018231136
"F",71,"OBL",0.019850864
"F",72,"OBL",0.022230976
"F",73,"OBL",0.024967956
"F",74,"OBL",0.025959435
"F",75,"OBL",0.027250464
"F",76,"OBL",0.030598271
"F",77,"OBL",0.033699943
"F",78,"OBL",0.037988549
"F",79,"OBL",0.044953071
"F",80,"OBL",0.050293151
"F",81,"OBL",0.056267591
"F",82,"OBL",0.062951749
"F",83,"OBL",0.070429933
"F",84,"OBL",0.078796468
"F",85,"OBL",0.13763996
"F",0,"OTH",0.003015936
"F",1,"OTH",0.000164617
"F",2,"OTH",0.000126339
"F",3,"OTH",0.000101902
"F",4,"OTH",6.16e-05
"F",5,"OTH",4.75e-05
"F",6,"OTH",4.45e-05
"F",7,"OTH",4.92e-05
"F",8,"OTH",5.02e-05
"F",9,"OTH",3.64e-05
"F",10,"OTH",4.66e-05
"F",11,"OTH",6.16e-05
"F",12,"OTH",5.71e-05
"F",13,"OTH",5.85e-05
"F",14,"OTH",0.000108355
"F",15,"OTH",0.000182247
"F",16,"OTH",0.000213445
"F",17,"OTH",0.000206129
"F",18,"OTH",0.000179606
"F",19,"OTH",0.000134919
"F",20,"OTH",0.000112294
"F",21,"OTH",0.000114965
"F",22,"OTH",0.000111029
"F",23,"OTH",0.000102832
"F",24,"OTH",0.000125749
"F",25,"OTH",0.000176029
"F",26,"OTH",0.000208257
"F",27,"OTH",0.000206282
"F",28,"OTH",0.000210785
"F",29,"OTH",0.000246759
"F",30,"OTH",0.000314541
"F",31,"OTH",0.000412112
"F",32,"OTH",0.000456575
"F",33,"OTH",0.000504548
"F",34,"OTH",0.000477735
"F",35,"OTH",0.000397654
"F",36,"OTH",0.000369773
"F",37,"OTH",0.000368375
"F",38,"OTH",0.000383872
"F",39,"OTH",0.00050733
"F",40,"OTH",0.000661036
"F",41,"OTH",0.000695359
"F",42,"OTH",0.000839825
"F",43,"OTH",0.000889621
"F",44,"OTH",0.001178141
"F",45,"OTH",0.001581575
"F",46,"OTH",0.001698043
"F",47,"OTH",0.001861775
"F",48,"OTH",0.002087044
"F",49,"OTH",0.002046129
"F",50,"OTH",0.001933537
"F",51,"OTH",0.002074307
"F",52,"OTH",0.002406159
"F",53,"OTH",0.002951141
"F",54,"OTH",0.003645018
"F",55,"OTH",0.004436376
"F",56,"OTH",0.004915754
"F",57,"OTH",0.005061275
"F",58,"OTH",0.005055514
"F",59,"OTH",0.005744812
"F",60,"OTH",0.007010467
"F",61,"OTH",0.007524542
"F",62,"OTH",0.007633411
"F",63,"OTH",0.009030271
"F",64,"OTH",0.010107726
"F",65,"OTH",0.010168928
"F",66,"OTH",0.011231596
"F",67,"OTH",0.013561353
"F",68,"OTH",0.016725714
"F",69,"OTH",0.017449499
"F",70,"OTH",0.017279532
"F",71,"OTH",0.018934859
"F",72,"OTH",0.021298668
"F",73,"OTH",0.02413159
"F",74,"OTH",0.025205358
"F",75,"OTH",0.026636623
"F",76,"OTH",0.030056075
"F",77,"OTH",0.033260352
"F",78,"OTH",0.0375079
"F",79,"OTH",0.043971421
"F",80,"OTH",0.049214981
"F",81,"OTH",0.055083832
"F",82,"OTH",0.061652538
"F",83,"OTH",0.069004558
"F",84,"OTH",0.077233302
"F",85,"OTH",0.17530733
